pregunta_usuario,categoria_sugerida,responsable_sugerido,respuesta_adecuada
"Soy de cartera y tengo un acta, pero no sé quién debe validar eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el acta requiere validar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un acta, pero no sé quién debe organizar eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el acta requiere organizar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un acta, pero no sé quién debe organizar eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el acta requiere organizar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un acta, pero no sé quién debe cambiar versión eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el acta requiere cambiar versión, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un acta, pero no sé quién debe cambiar versión eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el acta requiere cambiar versión, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un matriz, pero no sé quién debe crear eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el matriz requiere crear, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un matriz, pero no sé quién debe crear eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el matriz requiere crear, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un matriz, pero no sé quién debe actualizar eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el matriz requiere actualizar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un matriz, pero no sé quién debe actualizar eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el matriz requiere actualizar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un matriz, pero no sé quién debe revisar eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el matriz requiere revisar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un matriz, pero no sé quién debe revisar eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el matriz requiere revisar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un matriz, pero no sé quién debe aprobar eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el matriz requiere aprobar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un matriz, pero no sé quién debe aprobar eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el matriz requiere aprobar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un matriz, pero no sé quién debe codificar eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el matriz requiere codificar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un matriz, pero no sé quién debe codificar eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el matriz requiere codificar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un matriz, pero no sé quién debe publicar eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el matriz requiere publicar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de cartera y tengo un matriz, pero no sé quién debe publicar eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el matriz requiere publicar, si pertenece al proceso de cartera y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
